Name,Age,Employment_Years,Annual_Income,Credit_Score,Loan_Amount,Loan_Purpose,Past_Defaults,Has_Criminal_Record,Loan_Approved
Alejandro Padilla,63,37,136237.35,376,44221.82,Home,2,1,0
Ashley King,65,10,107592.77,393,17064.81,Home,2,1,0
Robert Smith,29,1,43866.29,831,8953.86,Education,0,1,0
Julia Curry,29,3,99231.58,367,29624.73,Home,1,0,0
Robert Dyer,60,5,39436.71,511,5760.12,Home,3,1,0
Russell Neal,25,4,126399.44,755,38282.73,Education,0,1,1
Patrick Scott,42,12,47630.91,703,19392.31,Car,2,0,0
Henry Nguyen,33,5,53023.73,593,9426.44,Personal,0,0,0
Leslie Woods DVM,29,2,85438.68,406,35889.22,Personal,4,0,0
Damon Olsen,48,25,134380.32,390,18983.14,Business,5,1,0
Tina Blackwell,35,0,29594.39,766,34642.43,Education,5,0,0
Rachael Gibson,59,3,119620.2,371,44310.35,Personal,1,0,0
Andrea Clark,47,17,56531.75,795,22234.65,Business,5,0,0
Jerry Rojas,49,6,91529.03,306,6841.08,Education,5,0,0
Patrick Watts,63,21,128350.96,819,23153.81,Personal,4,0,1
Shelby Smith,64,15,89000.6,360,41215.54,Personal,3,1,0
Emma Knox,32,6,129787.42,315,7545.15,Home,2,1,0
Ronnie Rivera,37,3,59880.92,601,34286.93,Business,3,1,0
Richard Pitts,56,19,33481.13,782,33157.86,Home,4,0,0
Laura Jackson,40,11,120305.41,609,23662.45,Business,1,0,0
Mr. Brian Hamilton,49,24,146627.25,476,6955.87,Home,5,0,0
Mrs. Crystal Higgins,23,2,94252.41,685,48416.61,Personal,4,0,0
Timothy Soto,46,3,141265.93,497,22962.47,Car,4,0,0
Anthony Davis,40,0,38656.56,447,34066.48,Education,5,1,0
Nicholas Nelson,58,19,141558.59,683,15457.77,Car,5,0,0
Phillip Marks,28,4,126565.39,535,34545.0,Education,3,1,0
Christopher Thomas,57,26,147569.41,417,24205.38,Home,5,0,0
Meredith Gallagher,39,7,74853.79,497,8518.96,Home,0,0,0
Jesus Moran,42,9,126488.29,421,48922.76,Home,3,0,0
Katherine Rodriguez,48,7,38900.24,343,37307.05,Home,2,1,0
Jason Christian,39,11,143319.2,793,18491.63,Education,0,1,1
Christopher Kim MD,44,20,97579.49,302,6121.64,Business,5,0,0
David Gibson,35,1,88873.25,628,28860.49,Business,5,1,0
Walter Ho,31,6,58213.57,320,21187.64,Car,4,0,0
Mrs. Donna Carpenter MD,51,22,39599.94,840,26589.25,Personal,5,1,0
Chelsey Snyder,49,0,98425.93,837,36248.3,Business,3,0,0
Lori Nichols,47,14,100435.7,348,16472.14,Car,5,0,0
Michael Lane,33,12,69971.54,587,46606.92,Personal,5,1,0
Sylvia Singleton,26,0,134285.85,342,49591.26,Car,4,0,0
Michelle Escobar,41,11,56782.89,602,10190.99,Personal,1,1,0
Sean Stewart,31,0,143352.56,338,43270.6,Home,4,0,0
Linda Macdonald,44,0,135476.42,359,26595.69,Home,4,0,0
Cassidy Taylor,23,1,20535.18,554,39396.09,Personal,4,1,0
Justin Black,63,12,55909.08,692,21339.8,Education,2,0,0
Ariel Cooper,31,1,121553.65,634,37338.29,Home,3,0,0
James David,49,2,33764.9,400,17527.21,Business,1,0,0
Anthony Calhoun,29,3,124155.02,459,48766.11,Home,2,0,0
Eric Miller,51,10,103648.84,604,41268.19,Personal,5,0,0
Brett Smith,31,3,121694.76,757,49081.56,Car,5,1,0
Jeffrey Hughes,64,9,21384.11,433,22012.24,Car,1,0,0
Tracy Johnson,46,13,115982.1,578,49454.52,Personal,1,1,0
Kayla Warren,36,0,33494.21,417,14577.14,Business,1,0,0
Matthew Collins,39,12,139529.19,324,29634.81,Education,4,1,0
Catherine Chase,44,23,69937.33,509,19563.47,Education,5,1,0
Sandy Deleon,30,10,24593.06,822,5620.31,Education,2,1,0
Erin Scott,45,2,97590.34,376,46863.46,Car,4,1,0
Calvin Weaver,33,12,132644.19,597,23405.16,Car,5,1,0
Kimberly Bradshaw,43,22,146565.38,575,49906.21,Business,5,1,0
Amy Lewis,35,11,122565.01,711,44494.15,Personal,4,1,0
Mark Perry,21,1,42766.6,343,40002.25,Personal,5,1,0
Anne Espinoza,22,2,79421.43,751,45212.94,Business,5,1,0
Melissa Bush,45,22,103858.56,625,48144.37,Education,4,0,0
Robin Smith,55,9,135404.1,369,39096.16,Business,3,0,0
Paige Carr,50,2,91608.12,802,23088.09,Car,1,0,0
Brett Martin,36,14,100269.08,445,27076.41,Personal,0,1,0
Debra Thomas,65,9,42244.02,815,35127.43,Car,3,1,0
Michelle Welch,31,3,50884.41,774,12896.19,Car,2,1,0
James Watson,31,2,68429.9,641,38801.0,Car,4,1,0
Rebecca Moreno,39,16,77120.17,329,19172.92,Education,0,0,0
Savannah Chambers,57,29,102328.07,320,49405.49,Business,2,0,0
Mark Smith,48,7,134390.96,805,23375.13,Education,2,0,1
Susan Ruiz,43,12,126087.45,739,46972.52,Business,5,0,0
Andre Ellis,39,15,34993.58,466,43128.95,Car,5,0,0
Kristin Douglas,35,3,77319.62,616,41264.05,Education,2,1,0
Rebekah Collins,55,17,131390.59,427,17395.25,Business,1,0,0
Jennifer Castaneda,43,19,81491.53,497,48915.47,Education,1,1,0
Gregory James,45,7,51602.75,759,8118.19,Home,1,1,0
Jonathan Higgins,34,11,108966.87,477,43828.27,Home,1,1,0
Suzanne Fowler,46,10,56756.51,595,24997.7,Car,2,1,0
Dean King,21,1,128968.11,442,12093.06,Education,3,0,0
Anna Campbell,51,6,55601.04,784,6337.44,Home,3,0,0
Mr. Jack Wood,23,0,147061.21,731,15471.52,Home,1,1,0
Mary Finley,38,1,38311.75,588,37009.85,Personal,3,0,0
Crystal Smith,65,20,117388.7,317,35116.8,Car,0,1,0
Rachel Walker,48,0,50964.92,793,32663.49,Education,4,0,0
Jennifer Harvey,42,22,95652.75,377,20051.86,Home,5,0,0
Melissa Rivera,30,0,61221.32,506,38786.51,Personal,5,0,0
Dr. Kristi Torres,62,36,141716.65,751,37978.17,Education,1,1,1
Michael Henderson,35,0,109000.56,625,40330.95,Business,2,0,0
Kayla Walker,58,19,132610.17,777,47584.49,Home,0,1,1
Mary Jackson,51,2,30977.56,305,28299.47,Personal,5,0,0
Timothy Smith,41,4,23276.97,720,47022.76,Education,2,0,0
Charles Romero,56,18,80826.99,777,11660.75,Home,4,1,0
Brenda Swanson,29,5,82518.26,803,35923.95,Personal,0,1,0
Theresa Crane,47,21,45857.88,541,5362.46,Education,0,0,0
Shane Martin,53,28,41863.93,389,19790.28,Personal,3,0,0
Jenny Castro,38,2,117408.85,497,21992.29,Personal,2,1,0
Paul Diaz,32,9,122578.72,686,8989.52,Personal,0,1,0
Kevin Wilson,31,4,138200.25,634,7472.06,Personal,1,1,0
Hannah Owens,36,7,88704.5,450,39541.95,Business,5,0,0
Douglas Graham,55,16,64599.57,497,40277.78,Business,3,1,0
Doris Flores,48,12,68062.15,635,30017.33,Personal,1,1,0
Adam Carroll,32,9,127245.86,305,39972.71,Education,4,1,0
Margaret Calhoun,31,2,20724.52,650,20845.97,Car,4,1,0
Richard Hines III,30,0,54517.45,732,13327.61,Business,2,1,0
Nicholas Kelly,45,24,65352.18,384,39555.24,Personal,2,1,0
Melanie Baker,51,10,64005.47,811,38674.0,Personal,0,0,0
Kevin Mercado,44,0,96296.69,844,48161.99,Education,4,1,0
Rita Nicholson,65,11,120892.16,831,46510.59,Education,0,1,1
William Mcdonald,32,1,35408.41,833,46830.23,Business,0,1,0
Denise Alvarado,31,6,77294.16,755,34537.7,Car,1,0,0
Michael Perez,36,0,121766.68,848,28525.97,Personal,3,1,0
James Moore,28,6,45628.27,343,44937.99,Car,1,0,0
Roger Vargas,62,0,34166.07,683,39317.6,Personal,1,1,0
Edward Ibarra,23,2,107747.43,790,45534.11,Education,2,0,0
Allen Campbell,53,0,33848.29,447,16786.15,Car,0,1,0
Andrew Cook,30,1,97889.12,500,25577.89,Car,3,1,0
Christine Thompson,54,32,132331.66,631,40811.68,Car,2,1,0
Jimmy Gonzalez,64,41,25281.32,663,47984.84,Personal,3,1,0
Natalie Keller,48,23,43503.39,734,43994.01,Car,3,1,0
Caleb Morrow,42,16,141539.57,836,49559.88,Personal,5,0,1
Ashley Wilson,29,7,97363.54,733,41062.34,Personal,2,0,0
Felicia Schwartz,45,3,136407.69,443,15938.02,Business,4,1,0
Amanda Cunningham,49,10,142482.6,609,8345.07,Home,0,0,1
Haley Hunt,55,14,23805.08,748,11123.65,Car,3,1,0
Terry Padilla,26,6,148570.82,828,39461.89,Home,4,0,1
Mark Booth,34,3,41320.41,367,49735.21,Car,4,1,0
Stephen Miller,39,18,33332.31,632,43452.64,Business,1,0,0
Mark Turner,49,28,84492.84,605,32193.56,Home,5,0,0
Caroline Austin,31,9,68240.05,665,49328.62,Education,5,0,0
Andrew Schaefer,35,8,97192.26,569,30153.41,Education,4,0,0
Diana Meyer,26,3,72965.91,501,30163.62,Car,3,0,0
Keith Washington,24,3,57591.25,832,13185.13,Education,4,0,0
Michael Rodriguez,64,10,48766.73,789,36452.03,Education,2,1,0
Shane Glass,41,0,76499.89,558,30794.21,Car,1,1,0
Betty Johnson,46,0,139349.84,629,26387.58,Education,5,0,0
Donna Solomon,28,8,48751.46,601,24055.68,Business,2,0,0
Michael Black,37,4,37498.31,839,43784.98,Home,5,1,0
Stephen Smith,25,0,24053.15,577,18219.11,Education,4,1,0
Anthony Floyd,63,12,115655.53,656,35836.11,Education,2,1,0
Michelle Thompson,46,24,52035.49,348,40692.09,Education,2,0,0
Justin Dickerson,48,28,118471.33,369,43277.79,Education,0,0,0
Michael Reed,32,6,112095.2,637,28737.93,Personal,5,0,0
Vincent Ayers,61,34,105655.18,706,35766.07,Car,2,1,0
Nicholas Watson,61,38,68975.79,367,22720.65,Home,2,0,0
Curtis Moore,42,0,93241.87,450,31971.06,Home,4,1,0
Charles Barron,35,7,98037.82,785,39235.87,Car,2,0,0
Alyssa Stevens,33,0,51782.17,644,27056.67,Business,1,1,0
Alyssa Stephens,45,13,82353.5,324,18471.7,Car,3,1,0
Amy Martin,52,9,141725.82,374,8583.26,Personal,4,1,0
Erica Chavez,63,21,54006.13,761,38537.08,Home,0,1,0
Kimberly Ramos,61,26,109319.17,714,24868.41,Business,0,1,1
Kristen Wilson MD,58,0,93840.39,385,7758.89,Business,5,0,0
Mr. Kurt Zimmerman,21,1,134209.69,643,43554.73,Home,0,1,0
Jennifer Walton,26,5,137983.76,782,11211.59,Education,1,1,1
Daniel Perry,37,0,131840.85,805,25676.96,Education,4,0,0
Robert Flowers,44,18,55964.22,741,46314.5,Home,0,1,0
Jordan Thomas,26,2,24781.85,706,20341.13,Car,2,1,0
Robert Jones,51,3,39326.5,456,47305.72,Car,3,0,0
Justin Gallegos,22,2,37328.72,599,44667.44,Home,2,0,0
Derek Woods,59,25,120046.3,647,45812.2,Personal,1,0,1
Tim Cook,56,31,78306.59,385,14480.33,Business,5,0,0
Catherine Mckinney,65,31,97598.64,696,22563.47,Business,3,0,0
Tanner Flores,41,3,48132.36,680,22809.11,Personal,1,1,0
Nichole Williamson,38,14,53053.74,739,13060.05,Car,2,0,0
Tracy Decker,21,0,84877.87,333,20899.1,Car,3,0,0
Ruth Smith,39,18,37212.71,687,17647.63,Education,4,0,0
Steven Hull,42,1,83290.45,455,39732.54,Personal,3,0,0
Margaret Mason,50,26,106566.87,568,11129.62,Car,4,0,0
Dustin White,26,3,57434.9,303,42849.47,Education,2,1,0
Ricardo Chen,41,8,143825.87,447,42132.13,Car,5,0,0
Brian Farrell,22,2,114617.71,344,15864.16,Car,2,1,0
Valerie Bass,21,1,130289.68,533,38388.57,Personal,0,0,0
Peter Cooper,27,0,139941.18,699,41945.2,Education,3,1,0
Alyssa Rodriguez,60,11,56453.18,737,47371.38,Car,0,1,0
Megan Walsh,45,25,129504.49,677,12658.1,Education,5,0,0
Melanie Graham,50,9,74395.13,820,22258.31,Business,4,1,0
Crystal Hooper,27,5,139416.18,545,12982.27,Personal,2,1,0
Pamela Franco,39,7,130927.37,489,28789.64,Car,4,1,0
Caleb Marshall,36,10,102481.79,335,19281.04,Personal,5,1,0
Jonathan Smith,47,26,96892.64,582,15647.91,Home,2,0,0
Wesley Hernandez,62,36,45507.52,657,43256.41,Education,0,0,0
Melissa Jackson,25,5,115462.42,435,27378.43,Education,4,0,0
Jonathan Wilson,48,4,148329.02,420,36454.74,Home,2,1,0
Jeffrey Perkins,61,35,63810.73,823,29845.41,Business,5,1,0
Christopher Peterson,57,23,118134.01,774,28601.53,Personal,3,1,0
Barbara Brown,21,1,120748.37,799,20059.55,Home,3,1,0
Sheri Davis,21,1,38876.42,513,13415.51,Education,3,1,0
Gerald Johnson,33,11,96611.24,416,42082.65,Car,5,1,0
Christopher Foley,58,15,25091.04,449,12298.85,Personal,1,1,0
Sean Sweeney,63,29,116093.9,629,35175.09,Car,4,0,0
Chelsea Owen,27,6,94671.02,422,37504.49,Education,3,0,0
Ashley Morris,58,19,76010.9,475,14284.07,Education,4,0,0
Holly Richardson,31,4,138611.68,508,45712.16,Education,2,0,0
James Zimmerman,44,19,109044.99,753,12599.56,Business,2,0,1
Jennifer Best,62,17,79157.92,388,5271.96,Home,5,0,0
John Jones,37,11,36799.9,825,20538.76,Car,4,1,0
Kathleen Lewis,30,5,136604.61,417,42733.2,Home,5,1,0
Alan Harris,52,6,45845.13,752,34908.08,Education,3,0,0
Jared Rodriguez,57,20,145913.21,615,43655.35,Car,4,0,0
Natasha Moreno,59,16,25151.18,725,7754.88,Car,4,0,0
Nicholas Prince,29,3,26001.96,433,34629.34,Business,4,0,0
Lauren Bailey,21,1,117923.44,561,29174.44,Personal,5,0,0
Roy Rice,65,17,96735.52,749,23667.98,Car,2,0,0
Kristi Flores,50,29,144142.45,708,39476.78,Personal,0,1,1
Corey Evans,51,10,108226.44,692,5185.13,Education,3,0,0
Jennifer Brooks,64,33,62098.74,589,38480.49,Home,1,1,0
Emily Stone,61,36,34591.01,363,17864.71,Personal,4,1,0
Alexandra Fitzgerald,53,2,77940.79,397,11338.34,Education,0,1,0
Jordan Vazquez,64,35,24764.3,578,19996.68,Business,0,0,0
Samuel Campbell,41,1,147663.27,627,48810.72,Personal,5,1,0
Shannon Carr,56,32,149797.89,778,44806.66,Business,3,1,1
Ryan Stafford,61,33,125615.38,533,47918.38,Business,0,1,1
Maria Harrison,31,6,129371.52,518,33211.44,Education,4,1,0
Jeffrey Logan,28,1,148531.67,626,11130.45,Car,5,1,0
Justin Cox,47,17,21777.36,845,35768.61,Education,3,0,0
Mary Lawrence,37,6,36395.88,571,41791.67,Education,2,1,0
David Barker,43,3,128187.25,306,43015.91,Education,2,0,0
Clifford Wilson,48,23,138006.89,837,17528.3,Education,0,1,1
Lauren Morgan,63,29,106217.01,720,42690.23,Education,0,0,1
Kathryn Romero,50,28,62836.39,801,26533.75,Business,3,0,0
Alexa Spears,52,10,130989.17,744,10363.56,Education,4,1,0
Heidi Suarez,45,8,134237.02,679,23855.71,Business,2,0,1
Rebecca Vazquez,35,9,114153.15,800,16848.33,Education,0,1,1
Nicole Wilson,57,11,127348.52,702,25376.58,Business,3,0,0
Tracy Collins,65,24,24128.78,589,6780.5,Car,5,1,0
Steven Cruz,28,6,98656.45,314,34300.37,Home,4,1,0
Amanda Reed,26,6,52208.02,752,16102.39,Business,3,1,0
Jeffery Diaz,27,3,147907.14,692,42641.09,Business,3,0,1
Misty Stephens,64,44,131866.2,493,45727.08,Car,2,0,1
Terri Castro,49,13,22383.19,339,41238.94,Business,1,0,0
Mary Perez,58,16,79190.83,350,16319.0,Car,2,0,0
Ricky Fisher,45,20,107395.37,613,45340.97,Car,5,0,0
Patricia Martin,21,1,21930.67,416,9830.04,Home,4,1,0
Marie Williams,30,0,105946.87,327,48468.11,Personal,4,1,0
Heather Martin,62,19,110103.41,336,16946.77,Business,3,1,0
Joshua Perez,49,24,139506.97,482,27232.96,Personal,1,0,1
Stephanie Lowe,49,10,148958.73,680,19070.5,Education,5,0,0
Bobby Christensen,21,0,94719.18,319,40387.05,Home,3,0,0
Wanda Kramer,50,4,49865.85,463,37421.66,Home,3,0,0
Juan Mccullough,54,23,81355.65,404,7901.14,Car,4,0,0
Andrew Webster,25,4,99978.57,778,47061.24,Car,2,0,0
Brendan Holmes,35,0,25261.45,685,8385.25,Personal,1,0,0
Abigail Jones,22,0,124510.12,507,16731.59,Business,1,0,0
Cindy Smith,33,8,54842.95,549,15593.89,Education,0,1,0
Ashley Hale,38,8,149271.46,523,14165.59,Car,4,0,0
Beverly Ortiz,40,15,102537.67,316,49491.36,Business,1,0,0
Melissa Burns,59,39,21082.88,401,41928.61,Business,4,1,0
Erik Thornton,38,4,135398.13,477,21508.87,Home,2,1,0
Kirk Gonzales,49,14,141849.75,675,11283.16,Education,5,0,0
Robert Rhodes,43,2,64852.51,599,20037.55,Home,3,0,0
Shannon Rodriguez,53,13,98503.68,750,31438.96,Home,4,0,0
Cynthia Jefferson,56,17,85695.62,581,15897.48,Education,1,1,0
Sarah Williams,48,18,92667.09,615,28839.36,Business,1,0,0
Paul Ryan,60,27,32302.04,360,5977.23,Education,5,0,0
Michelle Greene,32,3,111809.57,790,26375.73,Personal,4,0,0
Michael Blanchard,65,2,51128.5,651,30927.8,Education,2,1,0
William Cannon,45,10,137008.81,688,44301.91,Car,4,1,0
Elizabeth Mason,27,2,52354.32,346,20581.6,Personal,0,0,0
Ashley Patterson,59,21,145374.07,315,47108.21,Education,5,0,0
Anthony Morales,55,11,112339.81,604,20004.01,Car,5,0,0
Laura Donaldson,45,8,125303.55,621,38137.8,Personal,1,0,1
Brandy Turner,47,7,134320.63,491,19290.09,Personal,5,0,0
Andrew Fox,40,0,81907.84,670,46631.52,Business,1,1,0
Kayla Noble,38,8,32855.74,718,25306.81,Personal,2,0,0
Alicia Porter,60,16,137712.63,328,9287.04,Car,4,0,0
Craig Maynard,57,5,66076.69,410,42361.13,Business,4,1,0
James Munoz,32,10,126651.06,436,17751.53,Personal,3,1,0
Mr. Dakota Bray,60,33,20407.91,738,5400.13,Personal,3,1,0
Veronica Mckinney,27,5,57296.58,534,5982.65,Education,4,1,0
Ian Lopez,27,6,47193.62,483,24203.57,Personal,0,1,0
Nicholas Poole,43,13,149418.99,467,10581.22,Education,0,1,0
Sara Powell,61,28,46853.14,545,36966.09,Personal,1,1,0
Ashley Williams,41,12,109284.53,782,20763.85,Business,2,1,0
Jonathan Lee,33,8,63868.13,424,31019.28,Home,2,0,0
Andrew Choi,63,5,135257.95,484,19691.0,Home,1,0,0
Tammy Carlson,28,5,77228.42,685,12786.0,Home,4,0,0
Thomas Trujillo,24,3,122568.71,764,32049.65,Education,5,0,0
Kimberly Harris,46,23,39639.71,646,11340.53,Personal,0,1,0
Andrea Lopez,46,18,124825.49,301,6885.09,Education,3,0,0
Jamie Carter,61,31,74667.1,414,49610.0,Personal,5,1,0
Ashley Benson,62,37,105081.37,834,22426.1,Car,4,0,1
Lisa Boyd,31,6,144116.86,769,36161.73,Car,4,0,1
Jason Rodriguez,35,7,20631.87,739,28701.05,Business,1,1,0
Phillip Nichols,30,6,120341.06,347,41210.07,Car,0,1,0
Jonathon Beck,39,6,53202.25,524,9880.51,Home,0,1,0
Ian Dean,58,10,73709.4,661,23613.24,Car,1,0,0
Miss Laurie Hughes DDS,51,9,96043.28,474,27405.83,Home,4,1,0
Christopher Christian,28,4,74595.9,425,13618.06,Business,2,1,0
Diana Morton,34,3,114463.18,406,20876.16,Car,5,0,0
Judy Wheeler,59,39,118424.26,500,35762.65,Education,5,1,0
Robert Saunders,41,11,115785.62,649,40187.37,Home,1,1,0
Jonathan Baker,48,14,26766.36,409,42198.76,Education,0,1,0
Virginia Chen PhD,43,20,74148.89,492,38563.78,Home,3,1,0
Phillip Lee,25,1,149989.8,653,8705.14,Business,3,1,0
Nicole Juarez,22,2,74399.24,340,19947.75,Education,0,0,0
Thomas Davis,33,11,70749.15,414,20910.31,Car,3,1,0
Mrs. Penny Russell,40,0,61473.89,363,28324.53,Home,4,1,0
Gary Tapia,21,1,143650.54,659,37443.09,Home,3,1,0
Kevin Hall,52,32,133730.31,842,5316.23,Personal,4,0,1
Brandi Carlson,60,20,53031.13,672,17592.43,Car,0,1,0
Carla Cook,49,9,55947.22,457,44692.58,Home,4,1,0
Seth Logan,61,12,121507.76,681,29023.59,Business,3,1,0
Ethan Collins,32,4,43999.56,449,20889.06,Personal,0,1,0
Angela Wright,53,8,26439.36,848,37747.13,Personal,2,0,0
Julie Garza,23,1,111257.24,723,14895.46,Car,0,1,0
Austin Lopez,35,9,21054.42,499,48973.38,Business,3,0,0
Julie Stewart,57,21,130972.44,344,29445.39,Business,5,1,0
Carolyn Rodriguez,63,22,29324.16,349,37768.18,Personal,4,0,0
Sara Williams,46,23,119963.14,593,20898.37,Personal,0,0,1
Jennifer Avila,56,22,100182.58,580,40472.75,Education,4,1,0
Mr. James Watson,31,6,98499.32,694,48026.21,Home,0,1,0
Lisa Bailey,53,6,122285.34,583,24798.9,Personal,4,0,0
Natalie Wolfe,56,32,119556.87,584,30801.19,Education,0,0,1
William Aguilar,50,10,44712.37,731,41773.61,Personal,0,1,0
Robert Gibbs,38,5,137664.85,710,25849.39,Home,5,1,0
Julie Baker,44,1,70022.53,435,36815.42,Home,0,0,0
Allison Hall,26,6,28393.24,565,24828.06,Home,2,0,0
Lauren Blake,44,3,88669.73,316,18548.79,Education,2,1,0
Wesley Lopez,36,2,70673.69,716,16433.92,Car,3,0,0
Sharon Roberts,65,43,83379.09,708,26152.22,Home,5,0,0
Kayla Doyle,60,39,117468.82,526,17347.05,Education,1,0,1
Karen Swanson,63,9,45138.65,708,20316.34,Car,1,1,0
Edward Todd MD,65,3,59350.89,314,22917.91,Business,2,0,0
Alexander Gonzalez,34,5,64507.31,726,20828.81,Education,3,1,0
Jeffrey Murray,29,7,46226.61,468,32263.02,Business,2,0,0
Austin Wilson,64,4,47800.37,375,46985.4,Education,0,0,0
Chris Randolph,24,1,60718.13,762,12035.59,Personal,3,1,0
Jennifer Dominguez,39,19,73297.5,829,35016.96,Business,0,1,0
Ashlee Smith,48,10,103431.33,587,31371.39,Home,0,1,0
Alexis Farley,43,19,112866.77,349,22869.58,Car,1,0,0
Julie Mendez,50,12,45556.66,748,26255.57,Car,1,0,0
Wayne Dawson,62,18,145025.28,461,15815.6,Business,3,0,0
Eric Gonzalez,41,13,93580.72,525,15342.86,Home,2,1,0
Stephen Cole,40,18,147682.72,431,11397.38,Home,3,1,0
Melanie Colon,29,6,35161.08,660,30155.1,Education,0,1,0
Evelyn Walters,63,42,135340.95,577,38185.43,Home,5,1,0
Gregory Cook,62,15,91667.97,786,24479.37,Business,2,0,0
Jessica Carey,43,9,42214.69,435,46254.85,Education,0,0,0
Joseph Sanchez,27,2,62593.02,305,37105.81,Car,4,0,0
Ashley Smith,40,19,49286.69,422,33181.95,Business,3,0,0
Patricia Lawrence,36,15,149180.16,622,20485.19,Personal,1,1,1
Misty Sherman,62,15,141003.44,680,16887.28,Home,3,0,1
Deborah Becker,65,18,31364.07,844,26215.88,Car,4,0,0
Mary Campbell,37,15,39576.8,449,35052.15,Education,0,0,0
Darryl Santiago,40,1,95804.83,573,21574.81,Business,2,0,0
Jennifer Wilson,26,0,33241.77,437,18913.61,Personal,5,1,0
Jeffrey Mills,22,1,71675.76,349,38206.19,Education,4,0,0
Julie Brown,36,10,136002.45,806,35926.72,Business,2,1,1
Michael Crane,33,2,80425.82,374,43640.68,Business,1,1,0
Jonathan Brown,46,1,30425.21,464,9071.46,Education,5,0,0
Troy Small,36,12,113894.51,676,15225.39,Car,1,1,0
Leon Collins,34,2,137175.2,473,37924.63,Personal,4,0,0
Audrey Maynard,41,19,101682.95,748,7789.83,Business,5,1,0
Paul Owens,56,9,89718.92,442,17272.38,Personal,4,1,0
Diane Meyer,45,10,58273.14,396,10655.09,Home,4,1,0
Kyle Wiley,36,6,90865.87,703,25972.79,Personal,1,0,0
Kimberly Rogers,52,16,68372.51,468,31183.86,Home,0,1,0
Miss Denise Ruiz,47,7,107701.1,467,17349.78,Home,4,1,0
Logan Hayden,39,9,48827.39,706,15210.67,Home,3,0,0
Richard Wilcox,43,8,132923.91,820,17146.16,Home,1,1,1
Nicole Simpson,53,9,140222.54,515,46494.06,Business,5,0,0
Victoria Watts,55,3,111902.23,427,15409.54,Home,4,0,0
Megan Pacheco,51,18,54942.93,686,37083.83,Personal,3,0,0
Jennifer York,43,16,128228.79,589,15477.6,Education,5,0,0
Martin Wilson,40,0,35428.49,637,45103.27,Car,0,0,0
James Carter,30,2,147899.12,453,16462.39,Personal,0,0,0
Kara Lewis,21,1,26575.95,453,31226.59,Car,1,1,0
Lisa Adams,41,6,129742.36,724,20075.93,Home,1,1,0
William Ingram,46,1,100775.52,503,28553.76,Car,1,1,0
Jessica Sandoval,44,1,122114.31,355,8095.74,Personal,1,1,0
James Turner,40,15,37091.16,750,23157.23,Education,4,1,0
Tara Perry,58,29,38235.45,333,45290.08,Personal,4,0,0
Darrell Harper,22,0,88379.81,380,33889.48,Personal,0,0,0
Kristin Foster,33,3,86262.36,771,37926.58,Education,3,0,0
Tommy Shepard,59,23,65136.78,393,24987.0,Business,4,1,0
Anne Mccoy,61,32,40805.56,436,30024.34,Personal,3,0,0
Sally Holt,21,0,132318.13,536,34531.27,Car,1,0,0
Dr. Jeffrey Ross,35,14,29489.64,518,46977.71,Personal,1,1,0
Rodney Jones,31,7,136872.8,744,34809.59,Education,4,0,0
Ryan Johnson,25,0,31171.62,447,31724.08,Car,4,0,0
Jody Parker,31,6,26169.02,483,48401.39,Business,5,1,0
Victoria Garcia,58,5,85821.57,723,49705.4,Business,1,0,0
Emily Montgomery,65,12,98675.29,327,15146.32,Car,4,0,0
Carrie Smith,51,3,83231.15,703,14057.45,Business,4,1,0
Bonnie Graham,63,23,143198.7,410,33416.98,Education,2,0,0
Lisa Dennis,30,8,134062.53,613,16772.11,Car,0,1,0
Barbara Wagner,63,42,63827.38,395,5008.18,Business,5,1,0
Steven Strickland,37,1,24856.27,484,47895.25,Home,2,0,0
Leah Sullivan,40,15,117348.32,443,6649.71,Home,2,0,0
Heather Ross MD,23,0,92277.64,850,38659.16,Education,0,1,0
Alan Evans,55,15,60823.46,574,48173.29,Car,0,1,0
Laura Olson,29,5,131381.35,815,44614.39,Personal,0,1,1
Bruce Case,47,10,130011.92,828,34758.97,Education,3,1,0
Michael Cox,37,16,105333.96,365,16414.01,Business,1,1,0
Eric Coffey,49,23,26482.65,758,31621.83,Home,1,0,0
Steven Simmons,60,0,114311.99,627,30139.78,Education,5,0,0
Anthony Riley,24,3,23145.63,660,49016.13,Personal,2,1,0
James Allen,36,12,101097.12,765,24118.44,Personal,4,0,0
William Walker,45,6,54106.27,493,49034.11,Personal,5,0,0
Christina Blanchard,41,1,96656.72,582,11424.14,Home,0,1,0
Scott Garcia,63,15,120294.91,428,13229.92,Education,0,0,0
John Campbell,22,1,138234.0,656,39029.53,Personal,4,1,0
Mr. Nicholas Johnson Jr.,41,7,86081.76,323,47440.23,Home,5,0,0
Thomas Gonzalez,48,17,97598.11,572,31585.67,Education,2,0,0
Jackson Lane MD,28,8,131625.36,739,30934.33,Car,2,1,0
Elizabeth Patrick,33,11,58593.55,551,14035.84,Personal,1,0,0
Steven Saunders,36,14,130686.36,839,16647.98,Personal,2,1,1
Evan Lucero,57,10,58322.79,406,38808.06,Car,2,0,0
Jeffrey Butler,23,1,124106.58,380,9107.17,Education,0,1,0
Sarah Harris,37,0,69551.89,831,16788.15,Car,5,1,0
Catherine Gibson,34,4,144913.91,333,5046.0,Home,4,1,0
